Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
zstd 1.5.7 -3,416.11,1352.03,8305920,1287622,15.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -5,254.58,1385.91,8305920,1263669,15.21,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -7,111.90,1400.57,8305920,1223593,14.73,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -9,83.20,1406.29,8305920,1142685,13.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -11,39.92,1465.23,8305920,1161178,13.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -13,23.70,1760.62,8305920,1157509,13.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -15,13.70,2507.67,8305920,1114749,13.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -16,9.69,1954.17,8305920,1151194,13.86,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -19,6.02,1551.64,8305920,988076,11.90,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
xz 5.8.1 -1,39.73,214.31,8305920,1007868,12.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
xz 5.8.1 -3,19.65,224.64,8305920,1009052,12.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
xz 5.8.1 -5,5.03,252.33,8305920,864524,10.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
xz 5.8.1 -7,4.80,252.47,8305920,862116,10.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
xz 5.8.1 -9,4.74,222.62,8305920,862116,10.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zlib 1.3.1 -1,176.39,665.76,8305920,1424037,17.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zlib 1.3.1 -3,123.89,689.13,8305920,1396233,16.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zlib 1.3.1 -5,75.12,461.30,8305920,1341678,16.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zlib 1.3.1 -7,28.00,464.87,8305920,1331579,16.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zlib 1.3.1 -9,3.40,460.57,8305920,1331152,16.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/193
zstd 1.5.7 -1,599.95,1366.54,8305920,1241793,14.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -3,420.76,1335.44,8305920,1286405,15.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -5,255.26,1382.12,8305920,1262927,15.21,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -7,111.45,1394.01,8305920,1222288,14.72,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -9,83.42,1403.11,8305920,1142669,13.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -11,39.68,1482.66,8305920,1161427,13.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -13,24.50,1755.00,8305920,1158410,13.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -15,13.67,2498.61,8305920,1113534,13.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -16,9.87,1953.40,8305920,1150022,13.85,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -19,6.00,1542.23,8305920,988403,11.90,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
xz 5.8.1 -1,39.62,216.45,8305920,1008172,12.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
xz 5.8.1 -3,19.60,225.12,8305920,1009452,12.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
xz 5.8.1 -5,5.11,255.50,8305920,864876,10.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
xz 5.8.1 -7,4.77,253.82,8305920,862328,10.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
xz 5.8.1 -9,4.73,227.20,8305920,862328,10.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zlib 1.3.1 -1,176.05,673.16,8305920,1424848,17.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zlib 1.3.1 -3,124.14,693.84,8305920,1397718,16.83,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zlib 1.3.1 -5,74.27,458.84,8305920,1342714,16.17,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zlib 1.3.1 -7,27.98,465.82,8305920,1332152,16.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zlib 1.3.1 -9,3.41,469.46,8305920,1331529,16.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/194
zstd 1.5.7 -1,604.74,1364.96,8305920,1207426,14.54,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -3,415.84,1347.36,8305920,1282432,15.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -5,256.64,1366.25,8305920,1259222,15.16,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -7,112.10,1411.71,8305920,1218873,14.67,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -9,82.59,1391.56,8305920,1138893,13.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -11,39.55,1467.60,8305920,1158576,13.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -13,24.34,1787.15,8305920,1156242,13.92,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -15,13.75,2492.70,8305920,1111609,13.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -16,9.83,1909.07,8305920,1167667,14.06,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -19,5.96,1551.15,8305920,986241,11.87,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
xz 5.8.1 -1,39.79,215.51,8305920,1005344,12.10,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
xz 5.8.1 -3,19.64,225.99,8305920,1006972,12.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
xz 5.8.1 -5,5.14,253.63,8305920,862928,10.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
xz 5.8.1 -7,4.79,254.60,8305920,859972,10.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
xz 5.8.1 -9,4.79,225.94,8305920,859972,10.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zlib 1.3.1 -1,178.28,660.63,8305920,1424042,17.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zlib 1.3.1 -3,123.89,691.31,8305920,1396329,16.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zlib 1.3.1 -5,73.66,459.64,8305920,1341766,16.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zlib 1.3.1 -7,28.00,463.14,8305920,1331045,16.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zlib 1.3.1 -9,3.42,463.98,8305920,1329628,16.01,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/195
zstd 1.5.7 -1,586.47,1384.70,8305920,1358618,16.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -3,375.97,1307.08,8305920,1412256,17.00,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -5,243.65,1370.42,8305920,1380010,16.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -7,109.08,1364.77,8305920,1350114,16.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -9,78.63,1346.21,8305920,1261934,15.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -11,38.85,1378.10,8305920,1277166,15.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -13,23.10,1591.67,8305920,1272942,15.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -15,12.70,2270.95,8305920,1240759,14.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -16,9.41,1752.77,8305920,1282965,15.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -19,5.72,1467.52,8305920,1134765,13.66,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
xz 5.8.1 -1,37.58,199.53,8305920,1116252,13.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
xz 5.8.1 -3,19.13,208.49,8305920,1117576,13.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
xz 5.8.1 -5,4.92,233.60,8305920,965872,11.63,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
xz 5.8.1 -7,4.71,227.32,8305920,964236,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
xz 5.8.1 -9,4.60,203.30,8305920,964236,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zlib 1.3.1 -1,164.33,615.08,8305920,1514099,18.23,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zlib 1.3.1 -3,118.17,675.47,8305920,1489011,17.93,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zlib 1.3.1 -5,69.75,452.78,8305920,1441704,17.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zlib 1.3.1 -7,25.81,454.28,8305920,1434347,17.27,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zlib 1.3.1 -9,3.23,464.94,8305920,1431976,17.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/196
zstd 1.5.7 -1,576.39,1355.03,8305920,1358807,16.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -3,380.44,1306.56,8305920,1401996,16.88,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -5,243.78,1343.91,8305920,1374267,16.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -7,109.50,1370.95,8305920,1340364,16.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -9,78.99,1338.38,8305920,1247569,15.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -11,39.05,1381.91,8305920,1263948,15.22,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -13,23.20,1594.76,8305920,1261401,15.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -15,12.87,2296.47,8305920,1231598,14.83,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -16,9.54,1728.65,8305920,1268864,15.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -19,5.86,1453.90,8305920,1118328,13.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
xz 5.8.1 -1,37.83,202.67,8305920,1109404,13.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
xz 5.8.1 -3,19.32,212.14,8305920,1110548,13.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
xz 5.8.1 -5,4.88,231.89,8305920,957256,11.52,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
xz 5.8.1 -7,4.71,231.94,8305920,955304,11.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
xz 5.8.1 -9,4.67,206.96,8305920,955304,11.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zlib 1.3.1 -1,164.54,615.83,8305920,1514315,18.23,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zlib 1.3.1 -3,117.75,671.29,8305920,1485576,17.89,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zlib 1.3.1 -5,69.95,465.01,8305920,1437809,17.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zlib 1.3.1 -7,25.98,457.74,8305920,1428573,17.20,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zlib 1.3.1 -9,3.20,463.41,8305920,1427286,17.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/197
zstd 1.5.7 -1,575.82,1372.20,8305920,1367762,16.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -3,375.61,1311.01,8305920,1420052,17.10,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -5,243.90,1370.53,8305920,1388316,16.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -7,108.58,1348.02,8305920,1358098,16.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -9,78.76,1347.94,8305920,1268873,15.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -11,38.50,1375.80,8305920,1284092,15.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -13,22.85,1569.39,8305920,1277828,15.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -15,12.70,2303.75,8305920,1245896,15.00,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -16,9.23,1740.97,8305920,1291027,15.54,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -19,5.75,1438.97,8305920,1141310,13.74,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
xz 5.8.1 -1,37.24,198.56,8305920,1126068,13.56,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
xz 5.8.1 -3,18.86,206.96,8305920,1125524,13.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
xz 5.8.1 -5,4.93,226.22,8305920,972552,11.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
xz 5.8.1 -7,4.71,225.89,8305920,972392,11.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
xz 5.8.1 -9,4.62,203.97,8305920,972392,11.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zlib 1.3.1 -1,163.44,608.89,8305920,1520332,18.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zlib 1.3.1 -3,117.84,673.32,8305920,1494292,17.99,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zlib 1.3.1 -5,70.29,454.86,8305920,1447537,17.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zlib 1.3.1 -7,25.74,454.73,8305920,1439655,17.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zlib 1.3.1 -9,3.24,457.23,8305920,1437601,17.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/198
zstd 1.5.7 -1,584.62,1380.89,8305920,1367451,16.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -3,387.90,1327.86,8305920,1416007,17.05,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -5,248.03,1356.91,8305920,1385672,16.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -7,110.02,1368.45,8305920,1353750,16.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -9,80.68,1361.62,8305920,1263149,15.21,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -11,38.84,1401.97,8305920,1278483,15.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -13,22.71,1595.69,8305920,1273978,15.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -15,12.90,2257.48,8305920,1244613,14.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -16,9.58,1739.29,8305920,1287434,15.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -19,5.90,1434.47,8305920,1137141,13.69,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
xz 5.8.1 -1,37.88,200.88,8305920,1120868,13.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
xz 5.8.1 -3,19.32,209.25,8305920,1120700,13.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
xz 5.8.1 -5,4.94,227.05,8305920,968724,11.66,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
xz 5.8.1 -7,4.76,227.15,8305920,967184,11.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
xz 5.8.1 -9,4.72,202.96,8305920,967184,11.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zlib 1.3.1 -1,164.93,610.90,8305920,1519574,18.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zlib 1.3.1 -3,118.35,681.44,8305920,1492199,17.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zlib 1.3.1 -5,70.06,458.00,8305920,1446486,17.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zlib 1.3.1 -7,25.79,455.96,8305920,1438482,17.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zlib 1.3.1 -9,3.24,465.31,8305920,1436358,17.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/199
zstd 1.5.7 -1,575.94,1347.49,8305920,1361951,16.40,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -3,376.46,1287.90,8305920,1413594,17.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -5,243.86,1360.67,8305920,1384081,16.66,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -7,110.43,1359.28,8305920,1351540,16.27,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -9,80.02,1342.02,8305920,1258206,15.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -11,38.79,1367.77,8305920,1275050,15.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -13,22.88,1564.79,8305920,1272111,15.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -15,12.54,2258.23,8305920,1244018,14.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -16,9.22,1726.94,8305920,1286524,15.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -19,5.85,1398.57,8305920,1133007,13.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
xz 5.8.1 -1,37.98,200.56,8305920,1117496,13.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
xz 5.8.1 -3,19.31,207.45,8305920,1118260,13.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
xz 5.8.1 -5,4.96,223.68,8305920,965444,11.62,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
xz 5.8.1 -7,4.72,225.08,8305920,964496,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
xz 5.8.1 -9,4.69,201.40,8305920,964496,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zlib 1.3.1 -1,164.21,612.03,8305920,1516911,18.26,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zlib 1.3.1 -3,117.90,686.98,8305920,1491087,17.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zlib 1.3.1 -5,70.90,454.41,8305920,1444646,17.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zlib 1.3.1 -7,25.82,456.14,8305920,1436954,17.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zlib 1.3.1 -9,3.24,454.27,8305920,1434403,17.27,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/200
zstd 1.5.7 -1,575.07,1360.52,8305920,1358652,16.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -3,379.47,1289.39,8305920,1414641,17.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -5,243.44,1334.37,8305920,1385311,16.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -7,109.90,1340.74,8305920,1353709,16.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -9,79.45,1332.12,8305920,1260893,15.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -11,39.13,1370.20,8305920,1275872,15.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -13,21.85,1578.74,8305920,1271237,15.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -15,11.97,2237.48,8305920,1243152,14.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -16,9.57,1661.01,8305920,1281937,15.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -19,5.89,1393.11,8305920,1132010,13.63,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
xz 5.8.1 -1,37.99,199.51,8305920,1118116,13.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
xz 5.8.1 -3,19.49,208.79,8305920,1119088,13.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
xz 5.8.1 -5,4.86,223.75,8305920,964688,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
xz 5.8.1 -7,4.68,228.51,8305920,963352,11.60,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
xz 5.8.1 -9,4.67,202.42,8305920,963352,11.60,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zlib 1.3.1 -1,165.66,612.31,8305920,1514034,18.23,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zlib 1.3.1 -3,118.88,689.89,8305920,1490265,17.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zlib 1.3.1 -5,70.78,457.53,8305920,1442643,17.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zlib 1.3.1 -7,25.76,466.85,8305920,1434900,17.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zlib 1.3.1 -9,3.24,456.69,8305920,1432509,17.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/201
zstd 1.5.7 -1,584.51,1391.93,8305920,1358855,16.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/202
zstd 1.5.7 -3,380.95,1325.71,8305920,1415132,17.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-flux/samples/test/202
