algorithm,config,compression_ratio,compress_speed_mbps,decompress_speed_mbps,in_algo_cspeed_frontier,in_algo_dspeed_frontier
xz,-1,9.067749608572878,44.08626995318067,218.94126582944173,True,False
xz,-3,9.46538454339213,20.305460668526226,259.2407888641045,True,False
xz,-5,10.777253861635307,4.613217134399546,312.6839154911454,True,False
xz,-7,11.183736711836785,3.461089238296177,327.7340118774569,True,True
xz,-9,11.183736711836785,3.445210910204697,281.19084839533485,False,False
zlib,-1,5.985248770854616,190.86124208137855,675.097491530954,True,False
zlib,-3,6.684496725291166,118.32974824739158,794.4602055968065,True,True
zlib,-5,7.156014470119509,81.01857889113239,608.989045979738,True,False
zlib,-7,7.43235272595077,35.77369263802683,632.1019153052245,True,False
zlib,-9,7.622894230741399,4.293267256432409,673.4145993497982,True,True
zstd,-1,6.573550192014524,527.6284948215067,1120.3002926587658,True,False
zstd,-11,7.871295467027265,36.601873329413486,1623.5463672613512,True,False
zstd,-13,8.327917185742871,22.89974349209486,1987.78928413872,True,False
zstd,-15,8.995881093168004,10.638523471988993,2537.267100127531,True,True
zstd,-16,9.100295484059814,7.296028270312828,2438.834939056073,True,True
zstd,-19,9.496518879915364,3.5251737511878405,2437.377648614856,True,True
zstd,-3,6.60522369596471,468.899238726006,1105.417774270554,True,False
zstd,-5,6.8362578461934165,209.373119667107,1105.138848351359,True,False
zstd,-7,7.260174666243379,102.61334726429902,1343.2135921463441,True,False
zstd,-9,7.436427154065645,77.38539188762758,1309.4122863357618,True,False
openzl,,13.223343623148843,248.5174597696337,2390.0138787617493,True,True
openzl,,13.221905113518792,259.0271211344405,2374.9389105889954,True,False
openzl,,13.180418917194805,261.50741455167554,2378.079443103777,True,False
openzl,,13.11619435626572,317.35035496941236,2356.030847601064,True,False
openzl,,13.080395744728285,327.37124524903777,2382.9581813218515,True,False
openzl,,12.820273901598009,529.6410792942348,2275.5492086570707,True,False
openzl,,12.425064041282662,249.79451629412125,2630.344563933583,False,True
openzl,,12.42112676694112,264.57614319485515,2716.6392855267013,False,True
openzl,,12.380718093819324,269.58336234267773,2742.6552023601184,False,True
openzl,,11.839641709743434,536.3528110936975,2489.6552385450664,True,False
openzl,,11.813385520491297,643.7834643254524,2518.544279183733,True,False
openzl,,10.896231093248145,679.3951755616558,3011.309260430749,True,True
openzl,,7.402149005975852,684.4229758341951,1953.8261496385842,True,False
openzl,,4.808500039630819,712.3858293065949,2829.2030773764322,True,False
openzl,,4.657577410931257,730.4229838299369,2846.265670651988,True,False
openzl,,4.329061537042075,194.73189354929946,3198.238343196855,False,True
openzl,,3.996335794772196,782.8526422201797,4557.2688804561085,True,True
openzl,,3.9963204123574254,1031.8080656828636,4586.817415228856,True,True
openzl,,3.992124465965048,839.5063203670665,4980.068556969059,False,True
