Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
zlib 1.3.1 -7,11.88,463.93,328629008,70046163,21.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/31
zlib 1.3.1 -9,5.09,479.32,328629008,67983646,20.69,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/31
zstd 1.5.7 -1,398.54,1219.27,25547820,5492610,21.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -3,297.48,1103.88,25547820,5487300,21.48,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -5,144.79,1099.14,25547820,5358073,20.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -7,78.44,1324.30,25547820,4939930,19.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -9,57.32,1378.90,25547820,4830716,18.91,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -11,27.03,1472.23,25547820,4589319,17.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -13,11.40,1492.30,25547820,4518023,17.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -15,5.19,1626.06,25547820,4302140,16.84,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -16,4.74,1625.26,25547820,4162226,16.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -19,1.86,1581.93,25547820,3927562,15.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
xz 5.8.1 -1,26.86,146.04,25547820,5171000,20.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
xz 5.8.1 -3,10.98,174.59,25547820,4851708,18.99,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
xz 5.8.1 -5,2.99,201.86,25547820,4059200,15.89,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
xz 5.8.1 -7,2.25,205.31,25547820,3862712,15.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
xz 5.8.1 -9,2.20,181.79,25547820,3859788,15.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zlib 1.3.1 -1,116.87,400.20,25547820,7185401,28.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zlib 1.3.1 -3,59.89,473.18,25547820,6327884,24.77,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zlib 1.3.1 -5,35.34,436.66,25547820,5731382,22.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zlib 1.3.1 -7,12.80,477.93,25547820,5306916,20.77,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zlib 1.3.1 -9,4.93,499.14,25547820,5134079,20.10,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/32
zstd 1.5.7 -1,394.72,1206.99,379643295,82602366,21.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -3,293.06,1110.69,379643295,82224218,21.66,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -5,142.88,1088.77,379643295,80389828,21.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -7,77.33,1309.23,379643295,73853471,19.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -9,56.43,1372.97,379643295,72173831,19.01,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -11,26.38,1459.81,379643295,68458410,18.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -13,11.06,1482.91,379643295,67135987,17.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -15,4.39,1639.75,379643295,63522996,16.73,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -16,3.83,1607.29,379643295,61667216,16.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -19,1.69,1585.93,379643295,57772960,15.22,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
xz 5.8.1 -1,26.78,144.21,379643295,77330516,20.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
xz 5.8.1 -3,10.78,171.29,379643295,72549336,19.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
xz 5.8.1 -5,2.94,198.75,379643295,59989008,15.80,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
xz 5.8.1 -7,2.10,196.50,379643295,56659920,14.92,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
xz 5.8.1 -9,1.68,174.09,379643295,55369304,14.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zlib 1.3.1 -1,114.67,390.04,379643295,107759731,28.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zlib 1.3.1 -3,59.53,458.80,379643295,95047065,25.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zlib 1.3.1 -5,35.04,428.52,379643295,85595986,22.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zlib 1.3.1 -7,12.25,469.75,379643295,79451667,20.93,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zlib 1.3.1 -9,5.26,484.71,379643295,77077836,20.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/33
zstd 1.5.7 -1,392.90,1212.01,123760464,27195746,21.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -3,290.98,1109.19,123760464,27091433,21.89,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -5,142.41,1089.42,123760464,26462654,21.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -7,76.55,1311.56,123760464,24345800,19.67,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -9,55.92,1364.02,123760464,23815700,19.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -11,26.15,1448.71,123760464,22576765,18.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -13,11.15,1465.06,123760464,22170504,17.91,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -15,4.88,1648.00,123760464,21007893,16.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -16,4.62,1615.78,123760464,20360618,16.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -19,1.79,1599.09,123760464,19103506,15.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
xz 5.8.1 -1,26.40,143.78,123760464,25542768,20.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
xz 5.8.1 -3,10.66,170.17,123760464,23940852,19.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
xz 5.8.1 -5,2.92,201.75,123760464,19879104,16.06,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
xz 5.8.1 -7,2.11,204.87,123760464,18796320,15.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
xz 5.8.1 -9,1.69,170.27,123760464,18453668,14.91,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zlib 1.3.1 -1,113.61,389.33,123760464,35363792,28.57,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zlib 1.3.1 -3,58.29,460.70,123760464,31229373,25.23,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zlib 1.3.1 -5,34.33,429.70,123760464,28207917,22.79,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zlib 1.3.1 -7,12.27,468.22,123760464,26180018,21.15,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zlib 1.3.1 -9,5.02,484.76,123760464,25380642,20.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/34
zstd 1.5.7 -1,389.55,1209.59,134998975,29854287,22.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -3,289.46,1107.36,134998975,29753389,22.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -5,140.69,1083.37,134998975,29094777,21.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -7,76.27,1304.79,134998975,26750182,19.82,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -9,55.45,1383.87,134998975,26155175,19.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -11,26.00,1455.65,134998975,24816423,18.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -13,10.87,1463.99,134998975,24377273,18.06,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -15,4.73,1617.08,134998975,23070294,17.09,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -16,4.65,1610.95,134998975,22369771,16.57,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -19,1.79,1557.16,134998975,21009917,15.56,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
xz 5.8.1 -1,26.16,143.37,134998975,28070036,20.79,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
xz 5.8.1 -3,10.56,171.86,134998975,26317168,19.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
xz 5.8.1 -5,2.89,196.36,134998975,21741188,16.10,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
xz 5.8.1 -7,2.05,201.21,134998975,20584056,15.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
xz 5.8.1 -9,1.65,167.21,134998975,20166844,14.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zlib 1.3.1 -1,112.11,386.66,134998975,38854916,28.78,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zlib 1.3.1 -3,58.00,454.14,134998975,34330095,25.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zlib 1.3.1 -5,34.24,423.70,134998975,30979156,22.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zlib 1.3.1 -7,11.99,466.28,134998975,28799323,21.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zlib 1.3.1 -9,5.16,477.01,134998975,27956770,20.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/35
zstd 1.5.7 -1,391.67,1197.99,422391530,92026101,21.79,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -3,290.75,1100.43,422391530,91628855,21.69,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -5,140.13,1085.66,422391530,89368460,21.16,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -7,76.72,1300.86,422391530,82028820,19.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -9,56.26,1360.55,422391530,80103575,18.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -11,26.58,1464.68,422391530,75939288,17.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -13,11.10,1486.77,422391530,74423910,17.62,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -15,4.88,1639.75,422391530,70347007,16.65,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -16,4.56,1603.75,422391530,68174656,16.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -19,1.79,1579.50,422391530,63748747,15.09,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
xz 5.8.1 -1,26.96,144.25,422391530,85812772,20.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
xz 5.8.1 -3,10.88,172.21,422391530,80575312,19.08,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
xz 5.8.1 -5,2.98,196.81,422391530,66199936,15.67,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
xz 5.8.1 -7,2.12,201.60,422391530,62443988,14.78,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
xz 5.8.1 -9,1.72,174.80,422391530,61044084,14.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zlib 1.3.1 -1,114.60,390.08,422391530,119627626,28.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zlib 1.3.1 -3,59.15,456.63,422391530,105971345,25.09,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zlib 1.3.1 -5,35.17,426.84,422391530,95391736,22.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zlib 1.3.1 -7,12.66,467.49,422391530,88521113,20.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zlib 1.3.1 -9,5.04,485.01,422391530,85715012,20.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/36
zstd 1.5.7 -1,389.94,1207.70,32906525,7357687,22.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -3,286.13,1104.16,32906525,7330802,22.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -5,140.96,1071.55,32906525,7179409,21.82,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -7,74.74,1309.67,32906525,6605848,20.07,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -9,54.00,1328.73,32906525,6459906,19.63,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -11,25.13,1448.81,32906525,6128758,18.62,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -13,9.04,1444.96,32906525,6033061,18.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -15,3.99,1593.52,32906525,5718376,17.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -16,3.84,1574.79,32906525,5524388,16.79,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -19,1.68,1567.43,32906525,5221772,15.87,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
xz 5.8.1 -1,25.27,141.97,32906525,6932472,21.07,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
xz 5.8.1 -3,10.15,169.52,32906525,6489000,19.72,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
xz 5.8.1 -5,2.62,190.11,32906525,5390016,16.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
xz 5.8.1 -7,1.90,196.36,32906525,5118292,15.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
xz 5.8.1 -9,1.86,172.67,32906525,5108360,15.52,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zlib 1.3.1 -1,111.37,386.14,32906525,9623440,29.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zlib 1.3.1 -3,57.13,460.40,32906525,8451216,25.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zlib 1.3.1 -5,33.62,425.88,32906525,7658129,23.27,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zlib 1.3.1 -7,11.56,463.79,32906525,7100958,21.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zlib 1.3.1 -9,4.98,480.49,32906525,6877669,20.90,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/37
zstd 1.5.7 -1,385.03,1193.07,162185107,35881497,22.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -3,286.81,1090.26,162185107,35793041,22.07,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -5,138.02,1072.15,162185107,34940734,21.54,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -7,73.62,1298.36,162185107,32122357,19.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -9,52.94,1339.60,162185107,31426447,19.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -11,24.11,1441.59,162185107,29773502,18.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -13,8.21,1462.95,162185107,29228955,18.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -15,3.98,1625.23,162185107,27687107,17.07,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -16,4.07,1615.20,162185107,26837431,16.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -19,1.81,1576.23,162185107,25193618,15.53,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
xz 5.8.1 -1,26.44,143.43,162185107,33723868,20.79,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
xz 5.8.1 -3,10.58,171.04,162185107,31576664,19.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
xz 5.8.1 -5,2.94,200.23,162185107,26238484,16.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
xz 5.8.1 -7,2.12,203.25,162185107,24810624,15.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
xz 5.8.1 -9,1.52,167.44,162185107,24263296,14.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zlib 1.3.1 -1,113.73,385.90,162185107,46721598,28.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zlib 1.3.1 -3,57.48,456.12,162185107,41212014,25.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zlib 1.3.1 -5,34.06,426.18,162185107,37222550,22.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zlib 1.3.1 -7,11.91,467.58,162185107,34530386,21.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zlib 1.3.1 -9,5.02,482.51,162185107,33481038,20.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/38
zstd 1.5.7 -1,401.50,1244.44,29295973,6305988,21.53,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -3,296.66,1123.94,29295973,6301702,21.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -5,144.84,1114.24,29295973,6152854,21.00,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -7,78.44,1337.70,29295973,5670944,19.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -9,57.39,1387.33,29295973,5550405,18.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -11,26.90,1487.64,29295973,5275835,18.01,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -13,11.45,1500.42,29295973,5192536,17.72,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -15,5.22,1641.26,29295973,4945685,16.88,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -16,4.76,1620.29,29295973,4786686,16.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -19,1.86,1601.59,29295973,4509471,15.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
xz 5.8.1 -1,26.94,146.89,29295973,5937624,20.27,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
xz 5.8.1 -3,10.99,174.03,29295973,5573480,19.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
xz 5.8.1 -5,3.13,199.79,29295973,4676252,15.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
xz 5.8.1 -7,2.22,205.51,29295973,4435292,15.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
xz 5.8.1 -9,2.14,181.29,29295973,4429248,15.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zlib 1.3.1 -1,117.03,397.98,29295973,8234641,28.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zlib 1.3.1 -3,59.94,464.61,29295973,7254457,24.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zlib 1.3.1 -5,35.24,439.40,29295973,6574947,22.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zlib 1.3.1 -7,12.75,476.14,29295973,6095084,20.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zlib 1.3.1 -9,5.15,487.56,29295973,5908944,20.17,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/39
zstd 1.5.7 -1,389.83,1220.87,217395682,47998336,22.08,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -3,288.40,1105.59,217395682,47887689,22.03,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -5,140.16,1078.52,217395682,46811749,21.53,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -7,76.19,1294.39,217395682,43086527,19.82,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -9,55.32,1343.94,217395682,42149824,19.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -11,26.05,1440.27,217395682,39980891,18.39,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -13,10.92,1457.64,217395682,39228988,18.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -15,4.72,1611.28,217395682,37156507,17.09,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -16,4.60,1603.11,217395682,36086834,16.60,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -19,1.78,1565.56,217395682,33837743,15.57,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
xz 5.8.1 -1,26.36,143.31,217395682,45172296,20.78,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
xz 5.8.1 -3,10.52,170.31,217395682,42358600,19.48,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
xz 5.8.1 -5,2.92,199.31,217395682,35242532,16.21,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
xz 5.8.1 -7,2.10,204.60,217395682,33331060,15.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
xz 5.8.1 -9,1.67,172.11,217395682,32656352,15.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zlib 1.3.1 -1,113.32,382.79,217395682,62502698,28.75,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zlib 1.3.1 -3,58.00,454.31,217395682,55117862,25.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zlib 1.3.1 -5,34.12,421.81,217395682,49787643,22.90,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zlib 1.3.1 -7,11.91,460.59,217395682,46199646,21.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zlib 1.3.1 -9,5.17,478.23,217395682,44831127,20.62,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/40
zstd 1.5.7 -1,388.86,1200.16,852601361,190767266,22.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//psam-p/samples/test/41
