Compressor name,Compression speed,Decompression speed,Original size,Compressed size,Ratio,Filename
zlib 1.3.1 -7,34.48,617.24,8305920,1171177,14.10,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/58
zlib 1.3.1 -9,4.10,655.52,8305920,1143089,13.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/58
zstd 1.5.7 -1,525.78,1127.31,8305920,1296398,15.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -3,459.47,1095.60,8305920,1306127,15.73,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -5,204.75,1104.13,8305920,1266239,15.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -7,100.38,1320.10,8305920,1196169,14.40,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -9,75.13,1272.52,8305920,1166962,14.05,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -11,35.37,1562.50,8305920,1105439,13.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -13,22.13,1936.48,8305920,1044482,12.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -15,9.98,2470.45,8305920,969200,11.67,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -16,7.17,2375.58,8305920,957051,11.52,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -19,3.54,2363.83,8305920,918167,11.05,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
xz 5.8.1 -1,42.77,215.60,8305920,956328,11.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
xz 5.8.1 -3,19.53,250.90,8305920,918444,11.06,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
xz 5.8.1 -5,4.43,305.88,8305920,804172,9.68,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
xz 5.8.1 -7,3.36,318.53,8305920,778720,9.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
xz 5.8.1 -9,3.38,276.12,8305920,778720,9.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zlib 1.3.1 -1,186.75,660.42,8305920,1438767,17.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zlib 1.3.1 -3,113.70,782.40,8305920,1289224,15.52,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zlib 1.3.1 -5,78.62,603.89,8305920,1209012,14.56,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zlib 1.3.1 -7,34.48,621.11,8305920,1168589,14.07,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zlib 1.3.1 -9,4.11,655.91,8305920,1140823,13.74,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/59
zstd 1.5.7 -1,521.21,1106.82,8305920,1296608,15.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -3,460.98,1086.27,8305920,1303399,15.69,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -5,205.16,1093.97,8305920,1260954,15.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -7,100.76,1307.71,8305920,1190532,14.33,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -9,75.18,1273.62,8305920,1161582,13.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -11,35.47,1575.73,8305920,1100156,13.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -13,22.13,1949.63,8305920,1039116,12.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -15,10.45,2535.62,8305920,963041,11.59,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -16,7.26,2375.19,8305920,949967,11.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -19,3.57,2361.17,8305920,917139,11.04,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
xz 5.8.1 -1,42.40,214.10,8305920,952488,11.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
xz 5.8.1 -3,18.96,251.97,8305920,914176,11.01,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
xz 5.8.1 -5,4.40,304.62,8305920,800108,9.63,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
xz 5.8.1 -7,3.41,321.04,8305920,774304,9.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
xz 5.8.1 -9,3.37,274.86,8305920,774304,9.32,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zlib 1.3.1 -1,187.21,668.24,8305920,1432369,17.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zlib 1.3.1 -3,115.09,788.87,8305920,1285180,15.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zlib 1.3.1 -5,78.68,602.95,8305920,1203622,14.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zlib 1.3.1 -7,34.77,618.63,8305920,1162808,14.00,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zlib 1.3.1 -9,4.16,651.89,8305920,1135404,13.67,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/60
zstd 1.5.7 -1,521.45,1122.96,8305920,1294567,15.59,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -3,457.24,1113.13,8305920,1298787,15.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -5,205.33,1089.03,8305920,1257423,15.14,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -7,101.21,1309.60,8305920,1187573,14.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -9,75.37,1301.54,8305920,1158663,13.95,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -11,35.62,1582.56,8305920,1096992,13.21,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -13,22.46,1952.94,8305920,1035982,12.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -15,10.55,2488.46,8305920,963951,11.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -16,7.07,2349.22,8305920,952321,11.47,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -19,3.56,2369.36,8305920,911326,10.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
xz 5.8.1 -1,42.80,214.51,8305920,949576,11.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
xz 5.8.1 -3,19.60,253.40,8305920,911952,10.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
xz 5.8.1 -5,4.42,308.95,8305920,798416,9.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
xz 5.8.1 -7,3.45,320.96,8305920,772624,9.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
xz 5.8.1 -9,3.42,274.30,8305920,772624,9.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zlib 1.3.1 -1,187.40,671.30,8305920,1428589,17.20,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zlib 1.3.1 -3,114.70,782.14,8305920,1282853,15.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zlib 1.3.1 -5,79.04,604.25,8305920,1200753,14.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zlib 1.3.1 -7,34.58,620.90,8305920,1159983,13.97,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zlib 1.3.1 -9,4.21,656.13,8305920,1132727,13.64,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/61
zstd 1.5.7 -1,547.56,1172.87,8305920,1171770,14.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -3,501.09,1141.09,8305920,1142884,13.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -5,221.03,1165.37,8305920,1094458,13.18,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -7,109.00,1466.95,8305920,1025214,12.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -9,83.43,1412.38,8305920,1007864,12.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -11,40.07,1777.76,8305920,943280,11.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -13,25.40,2134.31,8305920,889296,10.71,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -15,11.74,2742.59,8305920,816262,9.83,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -16,7.87,2637.25,8305920,807272,9.72,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -19,3.60,2639.00,8305920,775802,9.34,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
xz 5.8.1 -1,48.36,235.41,8305920,821276,9.89,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
xz 5.8.1 -3,23.28,284.33,8305920,781852,9.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
xz 5.8.1 -5,5.13,342.48,8305920,689768,8.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
xz 5.8.1 -7,3.67,361.45,8305920,659172,7.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
xz 5.8.1 -9,3.62,306.73,8305920,659172,7.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zlib 1.3.1 -1,199.80,721.09,8305920,1266343,15.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zlib 1.3.1 -3,125.08,842.58,8305920,1120432,13.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zlib 1.3.1 -5,85.40,618.14,8305920,1038830,12.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zlib 1.3.1 -7,38.68,650.85,8305920,995396,11.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zlib 1.3.1 -9,4.54,703.13,8305920,966102,11.63,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/62
zstd 1.5.7 -1,526.60,1132.58,8305920,1289466,15.52,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -3,459.55,1097.77,8305920,1295451,15.60,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -5,206.76,1103.61,8305920,1253040,15.09,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -7,101.14,1328.08,8305920,1184795,14.26,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -9,76.07,1286.55,8305920,1155727,13.91,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -11,35.48,1570.33,8305920,1093861,13.17,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -13,22.18,1953.47,8305920,1034152,12.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -15,10.15,2480.68,8305920,959283,11.55,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -16,7.22,2361.71,8305920,948344,11.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -19,3.56,2342.92,8305920,911762,10.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
xz 5.8.1 -1,42.94,215.13,8305920,947888,11.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
xz 5.8.1 -3,19.45,252.64,8305920,910284,10.96,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
xz 5.8.1 -5,4.50,306.59,8305920,798128,9.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
xz 5.8.1 -7,3.45,319.98,8305920,770564,9.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
xz 5.8.1 -9,3.41,277.91,8305920,770564,9.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zlib 1.3.1 -1,183.10,667.34,8305920,1427805,17.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zlib 1.3.1 -3,112.82,785.29,8305920,1281600,15.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zlib 1.3.1 -5,76.95,599.84,8305920,1198955,14.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zlib 1.3.1 -7,34.71,620.60,8305920,1157980,13.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zlib 1.3.1 -9,4.20,659.58,8305920,1130692,13.61,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/63
zstd 1.5.7 -1,522.11,1109.10,8305920,1288401,15.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -3,454.87,1097.23,8305920,1295526,15.60,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -5,206.42,1088.32,8305920,1252145,15.08,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -7,100.32,1320.72,8305920,1181025,14.22,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -9,75.64,1276.74,8305920,1151884,13.87,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -11,35.63,1586.12,8305920,1090264,13.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -13,22.36,1941.75,8305920,1032131,12.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -15,10.47,2496.50,8305920,955000,11.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -16,7.25,2384.69,8305920,943116,11.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -19,3.50,2379.55,8305920,904643,10.89,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
xz 5.8.1 -1,43.56,213.93,8305920,945100,11.38,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
xz 5.8.1 -3,19.37,252.93,8305920,906956,10.92,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
xz 5.8.1 -5,4.46,307.62,8305920,795296,9.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
xz 5.8.1 -7,3.40,322.09,8305920,768080,9.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
xz 5.8.1 -9,3.38,276.94,8305920,768080,9.25,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zlib 1.3.1 -1,183.94,669.70,8305920,1428114,17.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zlib 1.3.1 -3,114.23,784.66,8305920,1281898,15.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zlib 1.3.1 -5,76.79,594.93,8305920,1197889,14.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zlib 1.3.1 -7,34.66,618.65,8305920,1154628,13.90,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zlib 1.3.1 -9,4.18,666.95,8305920,1127750,13.58,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/64
zstd 1.5.7 -1,532.16,1137.70,8305920,1280084,15.41,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -3,467.92,1119.72,8305920,1282263,15.44,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -5,208.72,1112.22,8305920,1240516,14.94,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -7,101.87,1328.02,8305920,1171907,14.11,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -9,76.44,1304.83,8305920,1143037,13.76,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -11,35.97,1601.17,8305920,1081708,13.02,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -13,22.67,1987.72,8305920,1022767,12.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -15,10.84,2500.19,8305920,951225,11.45,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -16,7.23,2372.97,8305920,937465,11.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -19,3.55,2380.98,8305920,898558,10.82,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
xz 5.8.1 -1,43.62,215.91,8305920,938184,11.30,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
xz 5.8.1 -3,19.82,254.89,8305920,900012,10.84,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
xz 5.8.1 -5,4.58,308.52,8305920,789232,9.50,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
xz 5.8.1 -7,3.43,323.72,8305920,761560,9.17,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
xz 5.8.1 -9,3.42,275.31,8305920,761560,9.17,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zlib 1.3.1 -1,184.84,668.71,8305920,1418962,17.08,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zlib 1.3.1 -3,114.61,787.08,8305920,1271272,15.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zlib 1.3.1 -5,77.67,597.68,8305920,1188863,14.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zlib 1.3.1 -7,35.41,619.98,8305920,1146388,13.80,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zlib 1.3.1 -9,4.24,651.74,8305920,1119583,13.48,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/65
zstd 1.5.7 -1,531.00,1111.58,8305920,1283712,15.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -3,459.94,1095.99,8305920,1286637,15.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -5,205.43,1093.42,8305920,1244149,14.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -7,100.82,1310.63,8305920,1174002,14.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -9,76.02,1282.20,8305920,1145888,13.80,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -11,35.88,1586.97,8305920,1084158,13.05,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -13,22.65,1960.39,8305920,1025380,12.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -15,10.64,2526.28,8305920,948129,11.42,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -16,7.08,2415.74,8305920,943522,11.36,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -19,3.52,2386.52,8305920,898266,10.81,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
xz 5.8.1 -1,42.59,215.01,8305920,939132,11.31,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
xz 5.8.1 -3,19.38,253.75,8305920,901540,10.85,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
xz 5.8.1 -5,4.49,309.67,8305920,790020,9.51,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
xz 5.8.1 -7,3.38,321.54,8305920,763320,9.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
xz 5.8.1 -9,3.41,275.24,8305920,763320,9.19,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zlib 1.3.1 -1,189.35,668.38,8305920,1422958,17.13,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zlib 1.3.1 -3,116.49,785.64,8305920,1274854,15.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zlib 1.3.1 -5,79.95,601.63,8305920,1192275,14.35,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zlib 1.3.1 -7,35.09,622.33,8305920,1148524,13.83,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zlib 1.3.1 -9,4.21,663.88,8305920,1120628,13.49,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/66
zstd 1.5.7 -1,520.96,1111.90,8305920,1284421,15.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -3,466.92,1102.23,8305920,1281578,15.43,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -5,206.42,1087.26,8305920,1236051,14.88,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -7,102.19,1326.58,8305920,1167440,14.06,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -9,77.01,1290.16,8305920,1140353,13.73,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -11,36.10,1614.51,8305920,1078103,12.98,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -13,22.77,1973.31,8305920,1018672,12.26,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -15,10.60,2536.61,8305920,944017,11.37,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -16,7.19,2347.15,8305920,937797,11.29,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zstd 1.5.7 -19,3.50,2385.27,8305920,891798,10.74,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
xz 5.8.1 -1,43.30,216.15,8305920,933512,11.24,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
xz 5.8.1 -3,19.90,255.44,8305920,895648,10.78,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
xz 5.8.1 -5,4.57,310.05,8305920,785332,9.46,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
xz 5.8.1 -7,3.36,323.52,8305920,757340,9.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
xz 5.8.1 -9,3.39,280.63,8305920,757340,9.12,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zlib 1.3.1 -1,187.58,667.23,8305920,1416255,17.05,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zlib 1.3.1 -3,116.42,780.18,8305920,1269238,15.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zlib 1.3.1 -5,80.20,597.91,8305920,1186079,14.28,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
zlib 1.3.1 -7,35.24,622.93,8305920,1142455,13.75,/home/csv/2026-01-22-openzl-whitepaper-pareto-optimal//era5-precip/samples/test/67
